,at,content,reviewCreatedVersion,thumbsUpCount,content,topic
72246,2021-09-28 15:06:45,"PESIMO SERVICIO, PARA TODO TE PIDEN PASSWORD, TOKEN Y UN CHINGO DE COSAS, LA APP BANCOMER ES LA MEJOR",5.62,0,"PESIMO SERVICIO, PARA TODO TE PIDEN PASSWORD, TOKEN Y UN CHINGO DE COSAS, LA APP BANCOMER ES LA MEJOR",token
72249,2021-09-28 11:47:56,Jamas funciona y segun tiene la opcion de desbloquear el token y jamas te llega el mensaje mal servicio,5.62,0,Jamas funciona y segun tiene la opcion de desbloquear el token y jamas te llega el mensaje mal servicio,token
72267,2021-09-28 09:40:47,No logré obtener mi supertoken porque no me permite la app,5.62,0,No logré obtener mi supertoken porque no me permite la app,token
72355,2021-09-28 22:56:04,Cambie de celular y bajo la aplicacion me mandan por correo una clave para activar el token y no lo reconoce y me bloque la operacion para que mamdan esa clave y luego dicen que es incorrecta,5.62,0,Cambie de celular y bajo la aplicacion me mandan por correo una clave para activar el token y no lo reconoce y me bloque la operacion para que mamdan esa clave y luego dicen que es incorrecta,token
72442,2021-09-29 07:14:12,"Para hacer transferencias y utilizar el token es todo un tema. Acudí a sucursal ya en dos ocasiones y no pudieron darme de alta dicho servicio, eso sin mencionar que parece que a los ejecutivos les.estas pidiendo un favor, sin déspotas y arrogantes. Tienen cupo limitado y si ya no quieren trabajar solo te dicen regrese mañana más temprano. Bueno eso en la sucursal a la que acudo.",5.62,0,"Para hacer transferencias y utilizar el token es todo un tema. Acudí a sucursal ya en dos ocasiones y no pudieron darme de alta dicho servicio, eso sin mencionar que parece que a los ejecutivos les.estas pidiendo un favor, sin déspotas y arrogantes. Tienen cupo limitado y si ya no quieren trabajar solo te dicen regrese mañana más temprano. Bueno eso en la sucursal a la que acudo.",token
72465,2021-09-28 18:38:31,Cuesta un poco de trabajo instalar el token pero una vez hecho todo bien.,5.62,0,Cuesta un poco de trabajo instalar el token pero una vez hecho todo bien.,token
72594,2021-09-27 12:17:45,"Es muy desesperante intentar cualquier operación, ahora me pide un super token de 8 dígitos que no tengo y no se cómo generar y ya me cansé de llamar también, pésima aplicación",5.62,0,"Es muy desesperante intentar cualquier operación, ahora me pide un super token de 8 dígitos que no tengo y no se cómo generar y ya me cansé de llamar también, pésima aplicación",token
72666,2021-09-26 17:56:16,"Me pide clave súper token de 8 dígitos cuando solo son 4. Ya son varias veces que me sucede la misma situación, arreglenlooooo!",5.62,0,"Me pide clave súper token de 8 dígitos cuando solo son 4. Ya son varias veces que me sucede la misma situación, arreglenlooooo!",token
72680,2021-09-26 18:51:13,"Ya no puedo obtener mi supertoken, me cierra de repente de la aplicación.",5.62,0,"Ya no puedo obtener mi supertoken, me cierra de repente de la aplicación.",token
72698,2021-09-27 02:16:22,"Ningún problema, es fácil de entender la app. Excepto por el código token ya que expira muy rápido. Y que no me gustó que me vendieran un seguro. Ya que estaba trabajando y extravié mi tarjeta.",5.62,0,"Ningún problema, es fácil de entender la app. Excepto por el código token ya que expira muy rápido. Y que no me gustó que me vendieran un seguro. Ya que estaba trabajando y extravié mi tarjeta.",token
72707,2021-09-27 06:54:40,Estaría excelente que te dejarán hacer transferencias sin necesidad de activar el token en sucursal,5.62,0,Estaría excelente que te dejarán hacer transferencias sin necesidad de activar el token en sucursal,token
72831,2021-09-27 18:26:43,Siempre me bloquea el super token No envía los codigos,5.62,0,Siempre me bloquea el super token No envía los codigos,token
73003,2021-09-30 11:55:36,"Muy mala experiencia con la aplicación, se cierra de la nada y no me permite realizar transferencias... La reinstale como sugieren y ahora debo de ir a sucursal por el Token.",5.62,0,"Muy mala experiencia con la aplicación, se cierra de la nada y no me permite realizar transferencias... La reinstale como sugieren y ahora debo de ir a sucursal por el Token.",token
73086,2021-09-30 09:51:45,"Es horrible que para hacer transferencias te soliciten un token dinámico y tengas que ir a la sucursal a qu te lo den, es algo que no te dicen al tramitar tu tarjeta y qué flojera que no se pueda sacar por medio de internet o te lo genere automáticamente como en otros bancos (BBVA) Además, la app se traba muchísimo y no me deja entrar dos veces seguidas, debo esperar 15 minutos para volver a entrar",5.62,0,"Es horrible que para hacer transferencias te soliciten un token dinámico y tengas que ir a la sucursal a qu te lo den, es algo que no te dicen al tramitar tu tarjeta y qué flojera que no se pueda sacar por medio de internet o te lo genere automáticamente como en otros bancos (BBVA) Además, la app se traba muchísimo y no me deja entrar dos veces seguidas, debo esperar 15 minutos para volver a entrar",token
73160,2021-09-30 16:31:10,"No me deja obtener el toquen dice que lo intente más tarde siempre , por eso no puedo hacer operaciones.",5.62,0,"No me deja obtener el toquen dice que lo intente más tarde siempre , por eso no puedo hacer operaciones.",token
73203,2021-09-30 17:49:30,Hay q mejorarla ingrese mi supertoken y no puedo hacerlas operaciones q quiero,5.62,0,Hay q mejorarla ingrese mi supertoken y no puedo hacerlas operaciones q quiero,token
73271,2021-09-30 15:23:04,"Cuando se cambia el equipo telefónico llega a fallar la activación del Supertoken y se tiene que activar de nuevo, resulta molesto tener que comunicarse para ello porque no queda bien.",5.62,0,"Cuando se cambia el equipo telefónico llega a fallar la activación del Supertoken y se tiene que activar de nuevo, resulta molesto tener que comunicarse para ello porque no queda bien.",token
73279,2021-09-30 15:17:47,"Pésimo el servicio. Se cierra la app al momento de efectuar efectuar uso para consulta u otro, desinstalé y no queda, ahora mi súper token no funciona. No se si tenga que ver con la actualización de septiembre. Pero es una molestia que no funcione.",5.62,0,"Pésimo el servicio. Se cierra la app al momento de efectuar efectuar uso para consulta u otro, desinstalé y no queda, ahora mi súper token no funciona. No se si tenga que ver con la actualización de septiembre. Pero es una molestia que no funcione.",token
73282,2021-09-30 15:43:24,"pésima aplicación. 5 veces me bloqueó el token en 24 horas y hablé a México y nunca me resolvieron el problema, con eso de la autenticidad. Cambiaré de banco mi nómina",,0,"pésima aplicación. 5 veces me bloqueó el token en 24 horas y hablé a México y nunca me resolvieron el problema, con eso de la autenticidad. Cambiaré de banco mi nómina",token
73380,2021-09-29 16:10:32,"Con la actualización, ya no me deja usar el súper token dice que no está instalado, lo intento instalar y no me deja, ya fui hasta con un ejecutivo y tampoco pudo instalarlo, y así como yo hay varios casos igual, pésima app.",5.62,0,"Con la actualización, ya no me deja usar el súper token dice que no está instalado, lo intento instalar y no me deja, ya fui hasta con un ejecutivo y tampoco pudo instalarlo, y así como yo hay varios casos igual, pésima app.",token
73384,2021-09-29 16:13:08,"Se me hace una porquería ya que no puedo disponer de mi dinero y poder transferirlo a donde yo quiera es como tener que pedir permiso si tenia que pagar unas cosas o otras tarjetas no puedo por que tengo que tener el mentado token, se me hace muy frustrante",5.62,0,"Se me hace una porquería ya que no puedo disponer de mi dinero y poder transferirlo a donde yo quiera es como tener que pedir permiso si tenia que pagar unas cosas o otras tarjetas no puedo por que tengo que tener el mentado token, se me hace muy frustrante",token
73417,2021-09-29 10:33:27,"Gracias, con la actualización ya obtuve mi supertoken, ya podré realizar transferencias bancarias.",5.62,0,"Gracias, con la actualización ya obtuve mi supertoken, ya podré realizar transferencias bancarias.",token
73425,2021-09-29 10:59:57,Ami me funciona muy bien el único pero es que tengo que ir directamente a sucursal x mi toquen de ahí en fuera todo bien,5.62,0,Ami me funciona muy bien el único pero es que tengo que ir directamente a sucursal x mi toquen de ahí en fuera todo bien,token
73431,2021-09-29 11:18:09,No me funciona el token,5.62,0,No me funciona el token,token
73444,2021-09-29 09:41:08,"No puedes hacer nada sin el Supertoken, por el cual tuve que ir a sucursal tres veces. Comparada con las apps de otros bancos, es segura pero nada funcional.",5.62,0,"No puedes hacer nada sin el Supertoken, por el cual tuve que ir a sucursal tres veces. Comparada con las apps de otros bancos, es segura pero nada funcional.",token
73446,2021-09-29 09:56:09,Te obligan a ir a darte un token que te quieren cobrar,5.62,0,Te obligan a ir a darte un token que te quieren cobrar,token
73469,2021-09-29 12:23:32,"No me permite sacar mi token por la aplicación y no e podido realizar transferencias, tampoco tengo mucho tiempo de ir a una sucursal osea que no es de mucha ayuda ... Mejor vayan directo a la sucursal",5.62,0,"No me permite sacar mi token por la aplicación y no e podido realizar transferencias, tampoco tengo mucho tiempo de ir a una sucursal osea que no es de mucha ayuda ... Mejor vayan directo a la sucursal",token
73479,2021-09-29 12:33:57,Solo falta poder hacer transferencias en la aplicación y hacer enlance con el banco para sacar el token,5.62,0,Solo falta poder hacer transferencias en la aplicación y hacer enlance con el banco para sacar el token,token
73486,2021-09-29 11:37:26,Quiero mi super token,5.62,0,Quiero mi super token,token
73507,2021-09-29 16:23:45,No puedo recibir mi clave de ocho dígitos para el supertoken a pesar de hacer múltiples contactos a su superlinea Santander durante TRES dias y no pueden solucionar favorablemente mi solicitud. ¿¿ QUE PASA CON USTEDES ???,5.62,0,No puedo recibir mi clave de ocho dígitos para el supertoken a pesar de hacer múltiples contactos a su superlinea Santander durante TRES dias y no pueden solucionar favorablemente mi solicitud. ¿¿ QUE PASA CON USTEDES ???,token
73576,2021-09-30 01:27:05,"Una porquería, no me deja hacer transferencias, todo el tiempo me pide activar el token cuando ya lo he hecho, un fastidio.",5.62,0,"Una porquería, no me deja hacer transferencias, todo el tiempo me pide activar el token cuando ya lo he hecho, un fastidio.",token
73614,2021-09-29 17:31:34,"Fui a la sucursal a abrir mi cuenta y registraron mal mi número, ahora no me deja activar el token y tengo que volver a ir a la sucursal, pesimo servicio y sistema.",5.62,0,"Fui a la sucursal a abrir mi cuenta y registraron mal mi número, ahora no me deja activar el token y tengo que volver a ir a la sucursal, pesimo servicio y sistema.",token
73642,2021-09-29 16:50:41,Es una pinche monserga que cuando haces algún cambio se te desactive el token y tengas que acudir de nuevo a alguna sucursal,5.62,0,Es una pinche monserga que cuando haces algún cambio se te desactive el token y tengas que acudir de nuevo a alguna sucursal,token
73676,2021-09-29 18:41:24,"Quero activar el súper token y me arroja un mensaje que me va llegar unas claves y nada ya van más de 8 veces que lo intento y nada, pésimo pero bueno por eso transfiero mi nómina a Bancomer",5.62,0,"Quero activar el súper token y me arroja un mensaje que me va llegar unas claves y nada ya van más de 8 veces que lo intento y nada, pésimo pero bueno por eso transfiero mi nómina a Bancomer",token
73685,2021-09-29 18:11:18,Es una app mala tardada cuando la quitas o recetas el celular es algo complicado registrarte y obtener el token,5.62,0,Es una app mala tardada cuando la quitas o recetas el celular es algo complicado registrarte y obtener el token,token
73800,2021-09-22 12:57:03,"ASCO de aplicación, es increíble que para hacer una transferencia hay que poner el número de token y tengo que tener a huevo un token físico o otro teléfono para activar el bendito token y si perdí el teléfono o el token ya me chingue hay que volver a hacer ese engorroso trámite para sacar un token nuevo o reactivar el token digital. Creo que BBVA esta mucho mejor que Santander el token ya se queda grabado en el teléfono y no te pide algo extra para poder transferir.",5.59.2,0,"ASCO de aplicación, es increíble que para hacer una transferencia hay que poner el número de token y tengo que tener a huevo un token físico o otro teléfono para activar el bendito token y si perdí el teléfono o el token ya me chingue hay que volver a hacer ese engorroso trámite para sacar un token nuevo o reactivar el token digital. Creo que BBVA esta mucho mejor que Santander el token ya se queda grabado en el teléfono y no te pide algo extra para poder transferir.",token
